pais,anio,esperanza_vida,pib,poblacion
Jamaica,1996,75,5104,2580000
Jamaica,1997,74.9,4996,2610000
Jamaica,1998,74.5,4833,2630000
Jamaica,1999,74.6,4839,2650000
Jamaica,2000,74.7,4841,2670000
Jamaica,2001,75.5,4870,2690000
Jamaica,2002,76.3,4934,2710000
Jamaica,2003,76.8,5083,2730000
Jamaica,2004,77.4,5121,2740000
Jamaica,2005,77.5,5138,2750000
Jamaica,2006,76.3,5260,2770000
Jamaica,2007,75.2,5308,2780000
Jamaica,2008,74.6,5240,2800000
Jamaica,2009,76.3,4987,2810000
Jamaica,2010,75.8,4889,2830000
Jamaica,2011,77,4946,2840000
Jamaica,2012,77.1,4888,2860000
Jamaica,2013,76.3,4884,2880000
Jamaica,2014,76.1,4890,2890000
Jamaica,2015,76.2,4908,2910000
Jamaica,2016,76.3,4949,2920000
Jamaica,2017,76.3,4974,2930000
Jamaica,2018,76.3,5044,2950000
Jamaica,2019,76.2,5065,2960000
Jamaica,2020,76.5,4539,2970000
Japón,1960,68.8,6261,94600000
Japón,1961,69.3,6952,95500000
Japón,1962,70.1,7501,96400000
Japón,1963,70.7,8055,97400000
Japón,1964,70.9,8902,98400000
Japón,1965,71.5,9320,99600000
Japón,1966,71.9,10217,101000000
Japón,1967,72.2,11233,102000000
Japón,1968,72.4,12538,103000000
Japón,1969,72.7,13936,105000000
Japón,1970,73.3,14114,106000000
Japón,1971,73.7,14457,108000000
Japón,1972,73.9,15455,110000000
Japón,1973,74.3,16463,111000000
Japón,1974,74.8,16047,112000000
Japón,1975,75.2,16334,114000000
Japón,1976,75.8,16802,115000000
Japón,1977,76.1,17371,116000000
Japón,1978,76.4,18121,117000000
Japón,1979,76.6,18953,118000000
Japón,1980,76.9,19334,119000000
Japón,1981,77.3,20012,120000000
Japón,1982,77.5,20525,120000000
Japón,1983,77.8,21123,121000000
Japón,1984,78.2,21912,122000000
Japón,1985,78.5,22899,123000000
Japón,1986,78.9,23528,123000000
Japón,1987,79,24503,124000000
Japón,1988,79.3,26027,124000000
Japón,1989,79.4,27200,125000000
Japón,1990,79.6,28422,125000000
Japón,1991,79.7,29308,125000000
Japón,1992,79.9,29463,126000000
Japón,1993,80.2,29232,126000000
Japón,1994,80.2,29467,126000000
Japón,1995,80.7,30171,127000000
Japón,1996,81,31046,127000000
Japón,1997,81,31276,127000000
Japón,1998,81.2,30795,127000000
Japón,1999,81.6,30636,128000000
Japón,2000,81.9,31431,128000000
Japón,2001,82.2,31476,128000000
Japón,2002,82.3,31416,128000000
Japón,2003,82.5,31830,128000000
Japón,2004,82.5,32515,128000000
Japón,2005,82.8,33099,128000000
Japón,2006,82.9,33532,128000000
Japón,2007,83.1,33990,129000000
Japón,2008,83.3,33558,129000000
Japón,2009,83.3,31651,129000000
Japón,2010,83.2,32942,128000000
Japón,2011,83.6,33011,128000000
Japón,2012,83.9,33518,128000000
Japón,2013,84.1,34240,128000000
Japón,2014,84.3,34387,128000000
Japón,2015,84.5,34961,128000000
Japón,2016,84.7,35242,128000000
Japón,2017,84.8,35862,127000000
Japón,2018,84.8,36117,127000000
Japón,2019,84.7,36081,126000000
Japón,2020,85.1,34556,126000000
Jordania,1960,59.6,NA,974000
Jordania,1961,60,NA,1010000
Jordania,1962,60.1,NA,1050000
Jordania,1963,60.9,NA,1100000
Jordania,1964,61.4,NA,1170000
Jordania,1965,61.4,NA,1270000
Jordania,1966,61.6,NA,1380000
Jordania,1967,62.9,NA,1500000
Jordania,1968,63.5,NA,1620000
Jordania,1969,63,NA,1720000
Jordania,1970,64.4,NA,1810000
Jordania,1971,64.8,NA,1880000
Jordania,1972,65.2,NA,1950000
Jordania,1973,65.3,NA,2010000
Jordania,1974,65.4,NA,2070000
Jordania,1975,65.7,NA,2120000
Jordania,1976,66.3,2699,2180000
Jordania,1977,66.5,2847,2240000
Jordania,1978,66.7,3180,2300000
Jordania,1979,67.1,3733,2380000
Jordania,1980,67.5,4019,2460000
Jordania,1981,67.6,4544,2560000
Jordania,1982,68.1,4676,2670000
Jordania,1983,68.7,4388,2780000
Jordania,1984,69.1,4390,2900000
Jordania,1985,69,4101,3020000
Jordania,1986,69.6,4161,3130000
Jordania,1987,70.3,4100,3260000
Jordania,1988,70.7,4000,3400000
Jordania,1989,71.2,3421,3570000
Jordania,1990,71.4,3252,3760000
Jordania,1991,71.8,3134,3980000
Jordania,1992,71.6,3388,4200000
Jordania,1993,71.7,3351,4410000
Jordania,1994,71.8,3351,4590000
Jordania,1995,71.8,3420,4730000
Jordania,1996,72,3386,4850000
Jordania,1997,72.3,3414,4940000
Jordania,1998,72.5,3449,5030000
Jordania,1999,72.9,3504,5120000
Jordania,2000,73,3588,5220000
Jordania,2001,73.3,3708,5320000
Jordania,2002,73.8,3849,5430000
Jordania,2003,74,3923,5580000
Jordania,2004,74.1,4148,5770000
Jordania,2005,74.5,4341,5990000
Jordania,2006,75.5,4516,6260000
Jordania,2007,76.2,4679,6560000
Jordania,2008,76.7,4787,6890000
Jordania,2009,76.9,4782,7260000
Jordania,2010,77.2,4644,7660000
Jordania,2011,77.5,4521,8090000
Jordania,2012,77.9,4387,8520000
Jordania,2013,78.1,4275,8920000
Jordania,2014,78.2,4221,9270000
Jordania,2015,78.1,4164,9550000
Jordania,2016,78.2,4119,9790000
Jordania,2017,77.9,4106,9970000
Jordania,2018,78.2,4110,10100000
Jordania,2019,76.9,4134,10200000
Jordania,2020,78.5,4029,10300000
Kazajstán,1960,61.8,NA,10300000
Kazajstán,1961,62.2,NA,10800000
Kazajstán,1962,62.5,NA,11100000
Kazajstán,1963,62.9,NA,11500000
Kazajstán,1964,63.4,NA,11800000
Kazajstán,1965,63.7,NA,12100000
Kazajstán,1966,64,NA,12400000
Kazajstán,1967,64.4,NA,12600000
Kazajstán,1968,64.5,NA,12800000
Kazajstán,1969,64.8,NA,13000000
Kazajstán,1970,65.1,NA,13300000
Kazajstán,1971,65.2,NA,13500000
Kazajstán,1972,65.4,NA,13700000
Kazajstán,1973,65.5,NA,13900000
Kazajstán,1974,65.7,NA,14100000
Kazajstán,1975,65.8,NA,14200000
Kazajstán,1976,66.1,NA,14400000
Kazajstán,1977,65.9,NA,14500000
Kazajstán,1978,66.5,NA,14600000
Kazajstán,1979,66.9,NA,14800000
Kazajstán,1980,67,NA,15000000
Kazajstán,1981,67.5,NA,15100000
Kazajstán,1982,67.4,NA,15300000
Kazajstán,1983,67.3,NA,15500000
Kazajstán,1984,67.7,NA,15700000
Kazajstán,1985,68.9,NA,15900000
Kazajstán,1986,68.8,NA,16000000
Kazajstán,1987,68.6,NA,16200000
Kazajstán,1988,68.3,NA,16300000
Kazajstán,1989,68.1,NA,16400000
Kazajstán,1990,67.6,5831,16400000
Kazajstán,1991,66.7,5157,16300000
Kazajstán,1992,65.7,4887,16200000
Kazajstán,1993,64.8,4454,16000000
Kazajstán,1994,64,3949,15800000
Kazajstán,1995,63.9,3701,15600000
Kazajstán,1996,64.1,3776,15400000
Kazajstán,1997,64.5,3901,15200000
Kazajstán,1998,64.8,3894,15000000
Kazajstán,1999,64.7,4037,14900000
Kazajstán,2000,64.7,4446,14900000
Kazajstán,2001,64.7,5055,15000000
Kazajstán,2002,64.6,5551,15100000
Kazajstán,2003,64.6,6046,15300000
Kazajstán,2004,64.6,6581,15400000
Kazajstán,2005,64.8,7155,15600000
Kazajstán,2006,65.3,7838,15700000
Kazajstán,2007,66.3,8438,15900000
Kazajstán,2008,67.3,8555,16000000
Kazajstán,2009,67.6,8488,16300000
Kazajstán,2010,68.1,8979,16500000
Kazajstán,2011,68.6,9507,16800000
Kazajstán,2012,69.4,9824,17000000
Kazajstán,2013,70.1,10264,17300000
Kazajstán,2014,70.6,10539,17600000
Kazajstán,2015,71.1,10511,17800000
Kazajstán,2016,71.5,10476,18100000
Kazajstán,2017,71.7,10759,18300000
Kazajstán,2018,71.9,11053,18600000
Kazajstán,2019,71.2,11403,18800000
Kazajstán,2020,72.3,10974,19000000
Kenya,1960,54.7,751,8380000
Kenya,1961,55.1,672,8650000
Kenya,1962,55.6,712,8930000
Kenya,1963,56,750,9220000
Kenya,1964,56.3,763,9530000
Kenya,1965,56.7,753,9850000
Kenya,1966,57,836,10200000
Kenya,1967,57.4,835,10500000
Kenya,1968,57.8,872,10900000
Kenya,1969,58.1,909,11300000
Kenya,1970,58.5,837,11700000
Kenya,1971,59,986,12100000
Kenya,1972,59.4,1114,12600000
Kenya,1973,59.8,1137,13100000
Kenya,1974,60.2,1140,13600000
Kenya,1975,60.6,1108,14100000
Kenya,1976,61,1090,14600000
Kenya,1977,61.5,1149,15200000
Kenya,1978,61.9,1182,15800000
Kenya,1979,62.2,1225,16400000
Kenya,1980,62.5,1244,17100000
Kenya,1981,62.8,1242,17700000
Kenya,1982,63.1,1213,18400000
Kenya,1983,63.3,1183,19100000
Kenya,1984,63.4,1159,19900000
Kenya,1985,63.5,1164,20600000
Kenya,1986,63.4,1202,21400000
Kenya,1987,63.3,1229,22200000
Kenya,1988,62.8,1259,22900000
Kenya,1989,62.1,1273,23700000
Kenya,1990,61.2,1283,24500000
Kenya,1991,60.1,1259,25300000
Kenya,1992,59,1209,26100000
Kenya,1993,57.9,1176,27000000
Kenya,1994,57,1170,27800000
Kenya,1995,56.3,1186,28600000
Kenya,1996,55.5,1200,29400000
Kenya,1997,55.1,1171,30300000
Kenya,1998,54.9,1177,31100000
Kenya,1999,54.8,1171,32000000
Kenya,2000,54.9,1146,32800000
Kenya,2001,55,1157,33800000
Kenya,2002,55.2,1132,34700000
Kenya,2003,55.7,1135,35600000
Kenya,2004,56.5,1160,36600000
Kenya,2005,57.5,1196,37600000
Kenya,2006,58.5,1239,38700000
Kenya,2007,59.4,1287,39800000
Kenya,2008,60.3,1255,40900000
Kenya,2009,61.2,1261,42000000
Kenya,2010,62,1326,43200000
Kenya,2011,62.6,1357,44300000
Kenya,2012,63.2,1382,45500000
Kenya,2013,63.8,1397,46700000
Kenya,2014,64.4,1430,47900000
Kenya,2015,65.1,1465,49100000
Kenya,2016,65.7,1490,50200000
Kenya,2017,66.1,1511,51400000
Kenya,2018,66.5,1560,52600000
Kenya,2019,66.4,1603,53800000
Kenya,2020,67,1563,55000000
Kirguistán,1960,56.3,NA,2240000
Kirguistán,1961,57,NA,2320000
Kirguistán,1962,57.4,NA,2400000
Kirguistán,1963,57.8,NA,2490000
Kirguistán,1964,58.3,NA,2570000
Kirguistán,1965,58.7,NA,2650000
Kirguistán,1966,59.1,NA,2740000
Kirguistán,1967,59.3,NA,2820000
Kirguistán,1968,60.1,NA,2900000
Kirguistán,1969,60.4,NA,2970000
Kirguistán,1970,60.9,NA,3040000
Kirguistán,1971,61.4,NA,3110000
Kirguistán,1972,61.7,NA,3170000
Kirguistán,1973,61.8,NA,3230000
Kirguistán,1974,62.2,NA,3290000
Kirguistán,1975,62.5,NA,3350000
Kirguistán,1976,62.6,NA,3410000
Kirguistán,1977,62.9,NA,3480000
Kirguistán,1978,63.4,NA,3540000
Kirguistán,1979,64.3,NA,3610000
Kirguistán,1980,64.8,NA,3680000
Kirguistán,1981,65.2,NA,3760000
Kirguistán,1982,65.4,NA,3830000
Kirguistán,1983,65.3,NA,3910000
Kirguistán,1984,66.2,NA,3990000
Kirguistán,1985,67.3,NA,4080000
Kirguistán,1986,67.4,1023,4160000
Kirguistán,1987,67.1,1037,4240000
Kirguistán,1988,67,1153,4310000
Kirguistán,1989,67.3,1161,4370000
Kirguistán,1990,67.2,1203,4420000
Kirguistán,1991,67.1,1090,4450000
Kirguistán,1992,66.3,928,4480000
Kirguistán,1993,65.5,785,4520000
Kirguistán,1994,65.6,627,4570000
Kirguistán,1995,66.3,587,4630000
Kirguistán,1996,66.8,620,4710000
Kirguistán,1997,67.2,671,4790000
Kirguistán,1998,67.6,675,4860000
Kirguistán,1999,67.2,689,4920000
Kirguistán,2000,67.3,718,4960000
Kirguistán,2001,67.2,749,4990000
Kirguistán,2002,67.1,742,5010000
Kirguistán,2003,67.4,786,5040000
Kirguistán,2004,67.4,831,5080000
Kirguistán,2005,67.2,821,5120000
Kirguistán,2006,67.6,837,5180000
Kirguistán,2007,68.3,900,5250000
Kirguistán,2008,69.3,966,5330000
Kirguistán,2009,69.6,982,5420000
Kirguistán,2010,70.3,966,5520000
Kirguistán,2011,70.7,1011,5620000
Kirguistán,2012,71.2,994,5730000
Kirguistán,2013,71.6,1081,5840000
Kirguistán,2014,71.9,1102,5960000
Kirguistán,2015,72.7,1121,6070000
Kirguistán,2016,73,1146,6190000
Kirguistán,2017,73.3,1177,6300000
Kirguistán,2018,73.4,1198,6420000
Kirguistán,2019,72.9,1227,6520000
Kirguistán,2020,73.7,1103,6630000
Kiribati,1960,48.6,NA,42200
Kiribati,1961,48.9,NA,43300
Kiribati,1962,49.3,NA,44300
Kiribati,1963,49.7,NA,45400
Kiribati,1964,50,NA,46400
Kiribati,1965,50.4,NA,47400
Kiribati,1966,50.8,NA,48400
Kiribati,1967,51.1,NA,49400
Kiribati,1968,51.4,NA,50300
Kiribati,1969,51.7,NA,51100
Kiribati,1970,52,2161,52000
Kiribati,1971,52.2,2078,52800
Kiribati,1972,52.7,2293,53600
Kiribati,1973,53.5,2732,54300
Kiribati,1974,54,3914,55100
Kiribati,1975,54.3,4064,55900
Kiribati,1976,54,2933,56800
Kiribati,1977,54.7,2757,57600
Kiribati,1978,54.8,2745,58500
Kiribati,1979,54.8,2391,59300
Kiribati,1980,54.7,1969,60100
Kiribati,1981,54.6,1878,60900
Kiribati,1982,54.5,1981,61700
Kiribati,1983,54.4,1938,62700
Kiribati,1984,54.4,1999,64000
Kiribati,1985,54.4,1824,65500
Kiribati,1986,54.4,1767,67200
Kiribati,1987,54.4,1564,69100
Kiribati,1988,54.5,1662,70800
Kiribati,1989,54.6,1566,72400
Kiribati,1990,54.6,1519,73700
Kiribati,1991,54.7,1492,74800
Kiribati,1992,54.9,1484,75700
Kiribati,1993,55.1,1478,76700
Kiribati,1994,55.3,1485,77700
Kiribati,1995,55.6,1465,78900
Kiribati,1996,55.8,1467,80200
Kiribati,1997,56,1468,81600
Kiribati,1998,56.2,1538,83000
Kiribati,1999,56.4,1488,84400
Kiribati,2000,56.7,1554,85800
Kiribati,2001,57,1506,87300
Kiribati,2002,57.2,1537,88800
Kiribati,2003,57.5,1541,90500
Kiribati,2004,57.7,1488,92300
Kiribati,2005,58,1531,94300
Kiribati,2006,58.2,1497,96500
Kiribati,2007,58.4,1493,98800
Kiribati,2008,58.6,1429,101000
Kiribati,2009,58.8,1409,103000
Kiribati,2010,59,1366,105000
Kiribati,2011,59.3,1366,106000
Kiribati,2012,59.5,1415,108000
Kiribati,2013,59.7,1453,109000
Kiribati,2014,59.9,1417,111000
Kiribati,2015,60.1,1535,113000
Kiribati,2016,60.3,1506,114000
Kiribati,2017,59.3,1481,116000
Kiribati,2018,60.8,1536,118000
Kiribati,2019,60.8,1505,119000
Kiribati,2020,61.2,1474,121000
Kuwait,1960,69.7,NA,301000
Kuwait,1961,71.3,NA,337000
Kuwait,1962,69.6,NA,379000
Kuwait,1963,69,NA,424000
Kuwait,1964,69.7,NA,472000
Kuwait,1965,70,NA,523000
Kuwait,1966,69.8,NA,577000
Kuwait,1967,69.5,NA,633000
Kuwait,1968,70.3,NA,689000
Kuwait,1969,70.5,NA,744000
Kuwait,1970,71,NA,799000
Kuwait,1971,71,NA,852000
Kuwait,1972,70.4,NA,906000
Kuwait,1973,70.6,NA,962000
Kuwait,1974,70.5,NA,1020000
Kuwait,1975,70.6,NA,1090000
Kuwait,1976,70,NA,1150000
Kuwait,1977,71,NA,1220000
Kuwait,1978,71.6,NA,1300000
Kuwait,1979,72.5,NA,1370000
Kuwait,1980,73.2,NA,1440000
Kuwait,1981,73.5,NA,1510000
Kuwait,1982,74.3,NA,1580000
Kuwait,1983,75.1,NA,1650000
Kuwait,1984,75.2,NA,1740000
Kuwait,1985,76.1,NA,1830000
Kuwait,1986,75.8,NA,1940000
Kuwait,1987,75.4,NA,2030000
Kuwait,1988,75.3,NA,2090000
Kuwait,1989,74.9,NA,2100000
Kuwait,1990,72.2,NA,2030000
Kuwait,1991,79.5,NA,1910000
Kuwait,1992,79.5,NA,1770000
Kuwait,1993,78.7,NA,1660000
Kuwait,1994,78.3,NA,1610000
Kuwait,1995,78.8,34712,1630000
Kuwait,1996,77.8,34473,1710000
Kuwait,1997,78.5,33603,1830000
Kuwait,1998,77.8,32534,1950000
Kuwait,1999,78.1,29979,2050000
Kuwait,2000,79.2,29952,2100000
Kuwait,2001,78.6,29186,2140000
Kuwait,2002,78.9,29591,2160000
Kuwait,2003,78.8,34322,2200000
Kuwait,2004,78.7,37169,2270000
Kuwait,2005,78.8,39850,2370000
Kuwait,2006,79,40977,2500000
Kuwait,2007,78.1,41171,2660000
Kuwait,2008,78.7,39777,2820000
Kuwait,2009,80.1,34800,2990000
Kuwait,2010,80.9,32035,3170000
Kuwait,2011,81,33167,3350000
Kuwait,2012,81.3,33455,3530000
Kuwait,2013,81.6,32136,3690000
Kuwait,2014,81.5,30857,3840000
Kuwait,2015,81.6,29870,3960000
Kuwait,2016,81.6,29801,4060000
Kuwait,2017,81.6,27702,4140000
Kuwait,2018,81.5,27819,4210000
Kuwait,2019,81.2,27207,4270000
Kuwait,2020,81.7,24429,4330000
Lesotho,1960,53.3,231,853000
Lesotho,1961,53.4,231,869000
Lesotho,1962,53.5,262,886000
Lesotho,1963,53.5,284,904000
Lesotho,1964,53.6,301,922000
Lesotho,1965,53.7,302,942000
Lesotho,1966,53.9,294,962000
Lesotho,1967,54.1,319,984000
Lesotho,1968,54.4,311,1010000
Lesotho,1969,54.6,309,1030000
Lesotho,1970,54.7,309,1050000
Lesotho,1971,55,317,1080000
Lesotho,1972,55.4,309,1100000
Lesotho,1973,55.8,382,1130000
Lesotho,1974,56.2,413,1160000
Lesotho,1975,56.6,348,1190000
Lesotho,1976,57.1,376,1230000
Lesotho,1977,57.7,445,1270000
Lesotho,1978,58.1,511,1300000
Lesotho,1979,58.5,511,1340000
Lesotho,1980,58.8,483,1380000
Lesotho,1981,59.2,473,1420000
Lesotho,1982,59.4,481,1450000
Lesotho,1983,59.7,478,1490000
Lesotho,1984,60,492,1530000
Lesotho,1985,60.3,493,1560000
Lesotho,1986,60.4,504,1600000
Lesotho,1987,60.6,497,1630000
Lesotho,1988,60.7,528,1670000
Lesotho,1989,60.6,547,1700000
Lesotho,1990,60.5,567,1740000
Lesotho,1991,60,593,1780000
Lesotho,1992,59.4,620,1820000
Lesotho,1993,58.3,628,1860000
Lesotho,1994,57.1,651,1900000
Lesotho,1995,55.8,660,1930000
Lesotho,1996,54.1,684,1970000
Lesotho,1997,52,697,2000000
Lesotho,1998,50.2,697,2020000
Lesotho,1999,48.5,693,2030000
Lesotho,2000,47.3,715,2040000
Lesotho,2001,46.1,739,2030000
Lesotho,2002,45,747,2020000
Lesotho,2003,44.2,785,2010000
Lesotho,2004,43.9,804,2000000
Lesotho,2005,44.2,836,1990000
Lesotho,2006,45.1,874,1990000
Lesotho,2007,46.3,912,1990000
Lesotho,2008,47.4,962,1990000
Lesotho,2009,48.1,948,2000000
Lesotho,2010,48.2,996,2000000
Lesotho,2011,47.9,1037,2010000
Lesotho,2012,47.9,1097,2030000
Lesotho,2013,47.9,1109,2040000
Lesotho,2014,48.5,1120,2060000
Lesotho,2015,49.6,1146,2080000
Lesotho,2016,50.8,1178,2090000
Lesotho,2017,51.4,1132,2110000
Lesotho,2018,51.8,1109,2130000
Lesotho,2019,52,1127,2140000
Lesotho,2020,52.6,1033,2160000
Letonia,1960,70.4,NA,2160000
Letonia,1961,70.2,NA,2190000
Letonia,1962,70.5,NA,2210000
Letonia,1963,71.6,NA,2240000
Letonia,1964,71.4,NA,2270000
Letonia,1965,71.3,NA,2290000
Letonia,1966,71,NA,2310000
Letonia,1967,70.7,NA,2340000
Letonia,1968,70.5,NA,2360000
Letonia,1969,70.5,NA,2380000
Letonia,1970,70.6,NA,2400000
Letonia,1971,70.3,NA,2420000
Letonia,1972,70.2,NA,2440000
Letonia,1973,70.1,NA,2450000
Letonia,1974,69.5,NA,2470000
Letonia,1975,69.5,NA,2480000
Letonia,1976,69.4,NA,2490000
Letonia,1977,69.2,NA,2500000
Letonia,1978,69,NA,2510000
Letonia,1979,69.2,NA,2520000
Letonia,1980,69.2,NA,2530000
Letonia,1981,69.8,NA,2540000
Letonia,1982,69.7,NA,2550000
Letonia,1983,69.6,NA,2560000
Letonia,1984,69.9,NA,2580000
Letonia,1985,71.2,NA,2600000
Letonia,1986,71.3,NA,2630000
Letonia,1987,71.1,NA,2650000
Letonia,1988,70.3,NA,2660000
Letonia,1989,69.8,NA,2660000
Letonia,1990,69.4,NA,2650000
Letonia,1991,68.8,NA,2620000
Letonia,1992,66.9,NA,2580000
Letonia,1993,65.7,NA,2540000
Letonia,1994,66.7,NA,2510000
Letonia,1995,69,4971,2480000
Letonia,1996,69.7,5157,2450000
Letonia,1997,69.3,5669,2430000
Letonia,1998,70.1,6085,2410000
Letonia,1999,70.7,6304,2380000
Letonia,2000,70.1,6727,2360000
Letonia,2001,70.5,7245,2330000
Letonia,2002,71,7849,2310000
Letonia,2003,71.3,8593,2280000
Letonia,2004,70.9,9407,2250000
Letonia,2005,70.5,10528,2230000
Letonia,2006,70.9,11896,2200000
Letonia,2007,72.1,13186,2170000
Letonia,2008,72.9,12893,2140000
Letonia,2009,73.3,11240,2120000
Letonia,2010,73.9,10964,2090000
Letonia,2011,74.2,11451,2070000
Letonia,2012,74.2,12410,2040000
Letonia,2013,74.7,12796,2020000
Letonia,2014,75.1,13163,2000000
Letonia,2015,75.7,13786,1970000
Letonia,2016,75.8,14242,1950000
Letonia,2017,75.8,14845,1930000
Letonia,2018,75.9,15558,1910000
Letonia,2019,75.9,16056,1890000
Letonia,2020,76.1,15560,1870000
Líbano,1960,65.2,NA,1860000
Líbano,1961,65.6,NA,1930000
Líbano,1962,65.9,NA,1980000
Líbano,1963,66.2,NA,2040000
Líbano,1964,66.6,NA,2090000
Líbano,1965,66.9,NA,2140000
Líbano,1966,67.1,NA,2170000
Líbano,1967,67.3,NA,2210000
Líbano,1968,67.5,NA,2250000
Líbano,1969,67.6,NA,2300000
Líbano,1970,67.8,NA,2350000
Líbano,1971,68,NA,2420000
Líbano,1972,68.2,NA,2480000
Líbano,1973,68.6,NA,2540000
Líbano,1974,62,NA,2580000
Líbano,1975,38.3,NA,2600000
Líbano,1976,69.2,NA,2600000
Líbano,1977,69.2,NA,2600000
Líbano,1978,69.4,NA,2590000
Líbano,1979,69.4,NA,2590000
Líbano,1980,69.4,NA,2590000
Líbano,1981,48.6,NA,2610000
Líbano,1982,64.2,NA,2620000
Líbano,1983,65.1,NA,2640000
Líbano,1984,65.1,NA,2650000
Líbano,1985,65.9,NA,2660000
Líbano,1986,70.9,NA,2670000
Líbano,1987,71.1,NA,2680000
Líbano,1988,70.3,5062,2730000
Líbano,1989,69.9,2869,2800000
Líbano,1990,71.7,3531,2920000
Líbano,1991,72,5062,3080000
Líbano,1992,72.3,5598,3250000
Líbano,1993,72.7,5876,3400000
Líbano,1994,73.2,6059,3530000
Líbano,1995,73.5,6221,3610000
Líbano,1996,73.9,6766,3660000
Líbano,1997,74.2,6748,3690000
Líbano,1998,74.6,6929,3750000
Líbano,1999,74.8,6793,3840000
Líbano,2000,75.1,6713,3990000
Líbano,2001,75.3,6712,4180000
Líbano,2002,75.3,6625,4390000
Líbano,2003,75.4,6517,4570000
Líbano,2004,75.4,6677,4700000
Líbano,2005,75.1,6668,4760000
Líbano,2006,75.5,6684,4770000
Líbano,2007,75.4,7295,4760000
Líbano,2008,75.5,7961,4810000
Líbano,2009,75.6,8687,4950000
Líbano,2010,75.7,9115,5200000
Líbano,2011,75.7,8754,5540000
Líbano,2012,75.8,8434,5910000
Líbano,2013,75.8,8201,6260000
Líbano,2014,75.9,7938,6530000
Líbano,2015,76.1,7643,6710000
Líbano,2016,76.2,7552,6820000
Líbano,2017,76.2,7503,6860000
Líbano,2018,76.6,7318,6860000
Líbano,2019,76.2,6816,6830000
Líbano,2020,76.8,5072,6770000
Liberia,1960,41,NA,1140000
Liberia,1961,41.3,NA,1170000
Liberia,1962,41.9,NA,1190000
Liberia,1963,42.3,NA,1220000
Liberia,1964,42.7,NA,1250000
Liberia,1965,43.1,NA,1270000
Liberia,1966,43.5,NA,1300000
Liberia,1967,44,NA,1330000
Liberia,1968,44.7,NA,1370000
Liberia,1969,45.3,NA,1400000
Liberia,1970,45.8,NA,1440000
Liberia,1971,46.4,NA,1470000
Liberia,1972,46.9,NA,1510000
Liberia,1973,47.5,NA,1560000
Liberia,1974,48.1,NA,1600000
Liberia,1975,48.7,NA,1650000
Liberia,1976,49.2,NA,1690000
Liberia,1977,49.6,NA,1740000
Liberia,1978,50.1,NA,1790000
Liberia,1979,50.3,NA,1850000
Liberia,1980,51,NA,1920000
Liberia,1981,51.3,NA,1990000
Liberia,1982,51.7,NA,2060000
Liberia,1983,52,NA,2110000
Liberia,1984,52.2,NA,2150000
Liberia,1985,52.4,NA,2160000
Liberia,1986,52.5,NA,2150000
Liberia,1987,52.8,NA,2130000
Liberia,1988,52.8,NA,2110000
Liberia,1989,49.1,NA,2080000
Liberia,1990,52.2,NA,2040000
Liberia,1991,52.3,NA,2000000
Liberia,1992,50.1,NA,1980000
Liberia,1993,48.6,NA,1990000
Liberia,1994,50.3,NA,2040000
Liberia,1995,49.6,NA,2160000
Liberia,1996,52.4,NA,2330000
Liberia,1997,53,NA,2520000
Liberia,1998,53.8,NA,2700000
Liberia,1999,54.8,NA,2850000
Liberia,2000,55.7,776,2950000
Liberia,2001,55.4,770,3020000
Liberia,2002,55.5,780,3080000
Liberia,2003,58.5,536,3140000
Liberia,2004,59.2,540,3220000
Liberia,2005,60,554,3330000
Liberia,2006,60.6,578,3460000
Liberia,2007,61.1,609,3610000
Liberia,2008,61.5,626,3750000
Liberia,2009,61.9,634,3890000
Liberia,2010,62.4,649,4020000
Liberia,2011,62.9,680,4140000
Liberia,2012,63.4,713,4250000
Liberia,2013,59.9,754,4360000
Liberia,2014,62.5,740,4470000
Liberia,2015,64.5,722,4590000
Liberia,2016,65.1,693,4700000
Liberia,2017,65.7,692,4820000
Liberia,2018,66.1,683,4940000
Liberia,2019,66.2,650,5060000
Liberia,2020,66.7,616,5180000
Libia,1960,53.6,NA,1500000
Libia,1961,54.7,NA,1550000
Libia,1962,55.4,NA,1610000
Libia,1963,57.1,NA,1670000
Libia,1964,58.5,NA,1730000
Libia,1965,59.6,NA,1800000
Libia,1966,60.8,NA,1880000
Libia,1967,62.1,NA,1960000
Libia,1968,63.4,NA,2040000
Libia,1969,64.6,NA,2130000
Libia,1970,65.5,NA,2230000
Libia,1971,66.2,NA,2330000
Libia,1972,66.8,NA,2430000
Libia,1973,67.3,NA,2540000
Libia,1974,67.7,NA,2650000
Libia,1975,68,NA,2750000
Libia,1976,67.8,NA,2870000
Libia,1977,69,NA,2980000
Libia,1978,69.4,NA,3100000
Libia,1979,69.8,NA,3220000
Libia,1980,70,NA,3350000
Libia,1981,70.4,NA,3480000
Libia,1982,70.8,NA,3610000
Libia,1983,71,NA,3750000
Libia,1984,71.3,NA,3870000
Libia,1985,71.7,NA,3990000
Libia,1986,69.3,NA,4110000
Libia,1987,72,NA,4220000
Libia,1988,72.2,NA,4330000
Libia,1989,72.6,NA,4440000
Libia,1990,73,NA,4540000
Libia,1991,73.4,NA,4650000
Libia,1992,73.9,NA,4760000
Libia,1993,74.3,NA,4850000
Libia,1994,74.6,NA,4950000
Libia,1995,73.5,NA,5040000
Libia,1996,75,NA,5120000
Libia,1997,74.8,NA,5200000
